NCT Number	Title	Acronym	Status	Conditions	Interventions	Outcome Measures	Sponsors	Gender	Age	Enrollment	Funders	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	Last Verified	First Submitted	First Posted	Results First Submitted	Results First Posted	Last Update Submitted	Last Update Posted	URL	Setting	Stage	Sponsor_Type	Controlled	Multi-Arm	Pediatric	Country_PI	Cancer_Group	Cancer_Type	Drug_INN	Primary-EP	Phase	DrugBank	Removed
NCT03942328	Modified Immune Cells (Autologous Dendritic Cells) and a Vaccine (Prevnar) After High-Dose External Beam Radiation Therapy in Treating Patients With Unresectable Liver Cancer		Recruiting	Stage III Hepatocellular Carcinoma AJCC v8|Stage III Intrahepatic Cholangiocarcinoma AJCC v8|Stage IV Hepatocellular Carcinoma AJCC v8|Stage IV Intrahepatic Cholangiocarcinoma AJCC v8|Unresectable Hepatocellular Carcinoma|Unresectable Intrahepatic Cholangiocarcinoma	Biological: Atezolizumab; Biological: Bevacizumab; Radiation: External Beam Radiation Therapy; Procedure: Pheresis; Biological: Pneumococcal 13-valent Conjugate Vaccine; Biological: Therapeutic Autologous Dendritic Cells	Incidence of significant toxicity (Pilot study); Progression-free survival rate at 2 years (Phase II); Overall response rate; Number of patients who received at least one dose of intratumoral DC injection; Clinical benefit rate; Time to response; Duration of response; Overall survival; Progression-free survival	Mayo Clinic; National Cancer Institute (NCI)	All	18 Years and older   (Adult, Older Adult)	54	Other; NIH	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	MC1641; NCI-2019-02452; P30CA015083; R01CA274985	06/11/2019	31/12/2026	31/12/2026			05/08/2019				19/05/2023	https://ClinicalTrials.gov/show/NCT03942328		Localised/Locoregional	Hospital/University/Research Institute	N	N	N	United States	GI	Liver Cancer	Pneumococcal vaccine	Safety and/or Dose; Response rate; PFS; OS	Phase 1	Not found in DrugBank	N
NCT05400603	Allogeneic Expanded Gamma Delta T Cells With GD2 Chemoimmunotherapy in Relapsed or Refractory Neuroblastoma	Aflac-NBL-2002	Recruiting	Neuroblastoma|Refractory Neuroblastoma|Relapsed Neuroblastoma	Combination Product: Ex Vivo Expanded Allogeneic    T Cells in Combination with Dinutuximab, Temozolomide, Irinotecan and Zoledronate	Maximum Tolerated Dose/Recommended Phase 2 Dose of gamma delta T cells; Describe Non-Hematological Toxicities; Describe Hematological Toxicities; Overall Response	Emory University	All	12 Months to 16 Years   (Child)	24	Other	Interventional Study	Allocation: N/A|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	STUDY00003123	05/01/2023	12/01/2025	12/01/2025			06/01/2022				27/04/2023	https://ClinicalTrials.gov/show/NCT05400603		Recurrent/Refractory	Hospital/University/Research Institute	N	N	N	United States	Other	Neuroblastoma	Zoledronic Acid	Safety and/or Dose	Phase 1	DB00399	N
NCT05865548	Addition of Aspirin to Standard of Care in Oral Cancer		Recruiting	Oral Cancer	Drug: Aspirin 150 mg; Procedure: Standard of care	Adverse events; Disease free survival; Overall survival	Banaras Hindu University	All	18 Years to 99 Years   (Adult, Older Adult)	60	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	HNC02	17/05/2023	30/09/2024	30/09/2024			19/05/2023				24/05/2023	https://ClinicalTrials.gov/show/NCT05865548		Any/All Stages	Hospital/University/Research Institute	Y	N	N	India	Head and Neck	Any head and neck cancer	Acetylsalicylic Acid	Safety and/or Dose	Phase 2/3	DB00945	N
NCT05849129	Adjunctive Intravenous Ascorbic Acid for Advanced Non-Small Cell Lung Cancer	AIVAA	Not yet recruiting	Lung Cancer	Drug: Ascorbic acid; Other: Normal Saline	Change in Quality of Life; Chemotherapy-Related Toxicities; Frequency of Discontinuation of Chemotherapy; Change in General Symptom Burden; Change in C-Reactive Protein Levels; Tumour Progression; Survival; Safety; Cytotoxicity	The Canadian College of Naturopathic Medicine; Ottawa Hospital Research Institiute	All	18 Years and older   (Adult, Older Adult)	90	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care	20220721-01H	07/01/2023	07/01/2029	07/01/2030			05/08/2023				05/10/2023	https://ClinicalTrials.gov/show/NCT05849129		Advanced/Metastatic	Hospital/University/Research Institute	Y	N	N	Canada	Lung	Non-Small Cell Lung Cancer	Ascorbic acid	QoL	Phase 2	DB00126	N
NCT05846880	VitD3 Supplementation in Patients With Multiple Myeloma		Not yet recruiting	Multiple Myeloma	Drug: Lenalidomide; Drug: Vitamin D - Intensified; Drug: Vitamin D - Therapeutic	To describe the lymphocyte subset analysis for the two treatment arms at 120 days post autologous stem cell transplant [120 days]; To report the 3-year progression-free survival for both treatment arms - intensified vs. therapeutic Vitamin D supplementation; To report the overall response rate for both treatment arms 120 days after ASCT for adult patients with multiple myeloma.; To report the overall response rate for both treatment arms 2 years after transplantation; To report the 3-year overall survival for the two treatment arms after transplantation.; To report the minimal residual disease status for the two treatment arms at randomization, and within 120 days after transplantation and 2 years after transplantation.; To report the vitamin D levels between the two treatments arms before autologous stem cell transplant, within 120 days, and 3-years post-transplantation; To describe the adverse events for the two treatment arms; To report time to neutrophil and platelet engraftment as well as transfusion independence after transplantation in both treatment arms	Amany Keruakous, MD, MS.; Augusta University	All	18 Years and older   (Adult, Older Adult)	100	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	GCC-22-044	05/01/2023	05/01/2028	05/01/2028			05/06/2023				05/06/2023	https://ClinicalTrials.gov/show/NCT05846880		Localised/Locoregional	Hospital/University/Research Institute	Y	N	N	United States	Other Haem-onc	Multiple Myeloma	Cholecalciferol	Other (specify)	Phase 1	DB00169	N
NCT05879367	Evaluation of Eflornithine Plus Temozolomide in Patients With Newly Diagnosed Glioblastoma		Recruiting	Glioblastoma, IDH-wildtype|Glioblastoma|Glioblastoma Multiforme|Glioblastoma IDH (Isocitrate Dehydrogenase) Wildtype|GBM	Drug: Eflornithine (Dose Level 1); Drug: Eflornithine (Dose Level 2); Drug: Eflornithine (Dose Level -1); Drug: Temozolomide	Assessment of Dose Limiting Toxicities; Incidence of TEAEs; Vital Signs (Heart and Respiratory Rate); Vital Signs (Blood Pressure); Incidence of Treatment-Emergent Abnormalities in Clinical Laboratory Tests; Progression Free Survival; Overall Response Rate; Pharmacokinetics Cmax; Pharmacokinetics Cmin; Pharmacokinetics Tmax; Pharmacokinetics AUCt; Pharmacokinetics lambdaz; Pharmacokinetics t 1/2	Orbus Therapeutics, Inc.	All	18 Years and older   (Adult, Older Adult)	60	Industry	Interventional Study	Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	OT-21-101	26/05/2023	15/12/2024	15/12/2024			29/05/2023				29/05/2023	https://ClinicalTrials.gov/show/NCT05879367		Localised/Locoregional	Company	N	Y	N	United States	CNS	Glioblastoma	Eflornithine	Safety and/or Dose	Phase 1	DB06243	N
NCT05799144	pBI-11   TA-HPV (With Pembrolizumab as Treatment for Patients w/Advanced, PD-L1 CPS 1, hrHPV+ Oropharyngeal Cancer		Recruiting	Metastatic Oropharyngeal Carcinoma|Recurrent Oropharyngeal Carcinoma	Biological: DNA Vaccine; Biological: Human Papillomavirus Tumor Antigen Vaccine; Biological: Pembrolizumab; Procedure: Computed Tomography (CT); Procedure: Magnetic Resonance Imaging (MRI); Procedure: Magnetic Resonance Imaging; Procedure: Biopsy	Objective response rate (ORR); Disease control rate (DCR); Progression-free survival (PFS); Overall survival (OS)	Michael K. Gibson; Vanderbilt-Ingram Cancer Center	All	18 Years and older   (Adult, Older Adult)	54	Other	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	VICCHN2208; NCI-2023-02083	31/05/2023	30/04/2027	30/04/2028			04/05/2023				05/10/2023	https://ClinicalTrials.gov/show/NCT05799144		Localised/Locoregional; Advanced/Metastatic; Recurrent/Refractory	Hospital/University/Research Institute	N	N	N	United States	Head and Neck	Oropharyngeal Cancer	HPV vaccine	Response rate	Phase 2	Not found in DrugBank	N
NCT05866172	HAIC Combined Withzoledronic Acid for the Prevention of Bone Metastases in Advanced HCC		Recruiting	Hepatocellular Carcinoma	Procedure: HAIC; Drug: Zoledronic acid	overall survival; Progression Free Survival (PFS); Objective Response Rate (ORR); Adverse Events	Sun Yat-sen University	All	18 Years to 75 Years   (Adult, Older Adult)	264	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment	S-069	05/10/2023	12/01/2024	06/01/2025			19/05/2023				19/05/2023	https://ClinicalTrials.gov/show/NCT05866172	Adjuvant/Maintenance	Advanced/Metastatic	Hospital/University/Research Institute	Y	N	N	China	GI	Liver Cancer	Zoledronic Acid	OS	Phase 3	DB00399	N
NCT00885326	N2007-02:Bevacizumab,Cyclophosphamide,  Zoledronic Acid in Patients W/ Recurrent or Refractory High-Risk Neuroblastoma		Completed	Neuroblastoma	Drug: Bevacizumab; Drug: cyclophosphamide; Drug: zoledronic acid	Determination of toxicities and feasibility of the combination of bolus plus metronomic cyclophosphamide and zoledronic acid with and without bevacizumab when given to children with refractory or recurrent high risk neuroblastoma.; Evaluation of response within the confines of a phase I study.; Analysis of Circulating Endothelial Cells, Circulating Factors, Gene expression and Bone Metabolism Studies.	New Approaches to Neuroblastoma Therapy Consortium; National Cancer Institute (NCI)	All	up to 30 Years   (Child, Adult)	29	Other; NIH	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CDR0000638257; P01CA081403	12/01/2009	04/01/2014	12/01/2019			21/04/2009				04/10/2023	https://ClinicalTrials.gov/show/NCT00885326		Recurrent/Refractory	Collaborative Group	N	N	N	United States	Other	Neuroblastoma	Zoledronic Acid	Safety and/or Dose	Phase 1	DB00399	N
2008-001078-34	Phase I/II study for patients with newly diagnosed glioblastoma testing nelfinavir in combination with radiotherapy and concomitant and adjuvant temozolomide		Ongoing	Phase I/II study for patients with newly diagnosed glioblastoma testing nelfinavir in combination with radiotherapy and concomitant and adjuvant temozolomide	Drug: Viracept 250	Primary endpoints phase I: To determine the MTD of nelfinavir as an adjuvant in the radiochemotherapy treatment in primary glioblastoma patients by assessing the incidence of any grade 3 or higher non-haematological or grade 4 or higher haematological acute toxicity (according to CTCAE v3.0), excluding toxicities that can be expected from the standard treatment of concomitant radiotherapy with temozolomide.  Primary endpoints phase II: Progression free survival at 6 months	Maastro Clinic	All	Adult 18-64; Elderly 65+	57		-	Contolled|Randomised|Open												https://www.clinicaltrialsregister.eu/ctr-search/trial/2008-001078-34/NL		Localised/Locoregional	Hospital/University/Research Institute	Y	N	N	Netherlands	CNS	Glioblastoma	Nelfinavir	PFS	Phase 1/2	DB00220	N
2017-003028-59	Treatment with Recombinant human Interleukin 1 receptor antagonist (Anakinra) in patients with Anaplastic Thyroid Cancer: a proof of concept study	ATC-Anakinra1	Ongoing	Anaplastic Thyroid Carcinoma	Drug: Kineret	Health Related Quality of Life (HR-QoL): defined as outcome of the QoL life questionnaire specifically designed for anaplastic thyroid cancer patients  Tumor dimensions/tumor progression: TNM classification and tumor size etc. This will be assessed using radiological examinations using the Response Evaluation Criteria in Solid Tumors (RECIST) criteria .   Overall survival (OS): defined as time interval from date of official inclusion to death due to any cause.	Radboud University Medical Centre	All	Adult 18-64	10	Radboud University Medical Centre	-	Open												https://www.clinicaltrialsregister.eu/ctr-search/trial/2017-003028-59/NL		Advanced/Metastatic	Hospital/University/Research Institute	N	N	N	Netherlands	Endocrine	Thyroid Cancer	Anakinra	QoL; Other (specify)	Phase 4	DB00026	N
2014-005508-62	A phase II, randomized, non-comparative, pre-surgical study of atorvastatin or observation in Ki-67 positive, TAZ-expressing early breast cancer patients	TRINACRIA TRIAL	Ongoing	Early breast cancer	Drug: ATORVASTATINA	the rate of Ki-67 reduction below the 15 	ISTITUTI FISIOTERAPICI OSPITALIERI	Female	Adult 18-64	78	Istituto Regina Elena	-	Contolled|Randomised|Open|Parallel group												https://www.clinicaltrialsregister.eu/ctr-search/trial/2014-005508-62/IT		Localised/Locoregional	Hospital/University/Research Institute	Y	N	N	Italy	Breast	Any Breast Cancer	Atorvastatin	Biomarker	Phase 2	DB01076	N
2016-001521-13	A PHASE II TRIAL OF LONG-TERM TREATMENT WITH AZITHROMYCIN IN PATIENTS WITH LYMPHOMA OF THE MUCOSA ASSOCIATED LYMPHOID TISSUE (MALT) LYMPHOMA	MALT-A 1	Completed	MALT Lymphoma		Endpoint: Rate of objective responses (as judged by best response during the study period)  rarr; Clinical response measured according to standard criteria (RECIST 1.1, GELA)	Med. Univ. Wien	All	Adult 18-64	46		-	Open												https://www.clinicaltrialsregister.eu/ctr-search/trial/2016-001521-13/AT		Localised/Locoregional; Recurrent/Refractory	Hospital/University/Research Institute	N	N	N	Austria	Lymphoma	Lymphoma - Other	Azithromycin	Response rate	Phase 2	DB00207	N
2020-003152-33	A phase II trial of long-term intravenous treatment with bi-weekly Azithromycin in patients with lymphoma of the mucosa associated lymphoid tissue (MALT-lymphoma)		Ongoing	MALT Lymphoma	Drug: AZITHROMYCIN DIHYDRATE	Primary endpoint: Rate of objective responses as judged by best response during therapy i.e. complete remission (CR), partial remission (PR), stable disease (SD)/no change and progressive disease as defined by RECIST criteria in terms of extragastric MALT-lymphoma or GELA-criteria for histologic response in gastric MALT lymphomas	Med. Univ. Wien	All	Adult 18-64	46		-	Open												https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-003152-33/AT		Localised/Locoregional; Recurrent/Refractory	Hospital/University/Research Institute	N	N	N	Austria	Lymphoma	Lymphoma - Other	Azithromycin	Response rate	Phase 2	DB00207	N
2019-004074-25	A Phase II Open-Label Randomized COntrolled Pre-Surgical Feasibility Study of Antibiotic COmbinations in Early Breast Cancer	ABC2	Ongoing	We investigated, in a population of patients with breast cancer, the combined effect of azithrocyn, docyciclin and vitamin C on biomarkers associated with cell proliferation	Drug: Azitromicina; Drug: vitamina C; Drug: DOXICICLINA ICLATO	Reduction in Ki67 expression in post-treatment tumor samples compared to pre-treatment tumor core biopsies (from the same patient). Post-treatment samples will also be compared with untreated samples	AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA	Female	Adult 18-64; Elderly 65+	90	Lunella Biotech	-	Contolled|Randomised|Open|Parallel group												https://www.clinicaltrialsregister.eu/ctr-search/trial/2019-004074-25/IT		Localised/Locoregional	Hospital/University/Research Institute	Y	N	N	Italy	Breast	Any Breast Cancer	Ascorbic acid; Azithromycin	Biomarker	Phase 2	DB00126; DB00207	N
2018-004505-34	A phase 2a study on the anti-tumoral effect of cannabis oil (THC 10  / CBD 5 ) in patients with advanced untreatable hepatocellular carcinoma	Medicinal cannabisoil for untreatable HCC patients	Ongoing	The anti-tumoral effect of cannabis oil will be investigated in patients with untreatable HCC	Drug: Transvamix ; Drug: Cannabidiol	to study the anti-tumor effect of cannabis oil (THC10  / CBD5 ) in untreatable HCC patients by assessing tumor size at 6 months after starting treatment based on RECIST and mRECIST criteria	University Medical Center Groningen	All	Adult 18-64	20	Hubregste stichting	-	Open												https://www.clinicaltrialsregister.eu/ctr-search/trial/2018-004505-34/NL		Advanced/Metastatic; Recurrent/Refractory	Hospital/University/Research Institute	N	N	N	Netherlands	GI	Liver Cancer	Cannabidiol	Response rate	Phase 2	DB09061	N
2019-001071-37	Open label, phase II, Proof of Concept study of neoadjuvant celecoxib in newly diagnosed patients with endometrial carcinoma Acronym: Celebrido	CELEBRIDO	Ongoing	Patients with confirmed primary endometrioid adenocarcinoma eligible for first line curative surgery	Drug: Celecoxib	Decrease in the proportion of IDO1+ tumour cells by  ge;50 , and increase in the proportion of CD3+ T-cells infiltrating the tumor bed by  ge;50  following celecoxib treatment, as measured by immunostaining and computerized analysis of digitized histological images	Cliniques Universitaires Saint-Luc	Female	Adult 18-64	48		-	Open												https://www.clinicaltrialsregister.eu/ctr-search/trial/2019-001071-37/BE		Localised/Locoregional	Hospital/University/Research Institute	N	N	N	Belgium	Gynaecological	Endometrial Cancer	Celecoxib	Biomarker	Phase 2	DB00482	N
